document_id,language,year,source,text_length,has_abstract,relevance_status,hdbscan_outlier_score,nearest_topic,nearest_topic_similarity,second_nearest_topic,similarity_margin,reason_category,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment
doi:10.33386/593dp.2021.2-1.532,es,2021,OpenAlex,1544,True,included,0.5008,7,0.875127,4,0.038066,borderline_between_topics,-1,7,nearest_semantic_centroid,0.875127,False
doi:10.55867/libroqual23.01,es,2023,OpenAlex,356,True,included,0.806111,1,0.895718,7,0.003781,borderline_between_topics,-1,1,nearest_semantic_centroid,0.895718,False
doi:10.15332/dt.inv.2020.01232,es,2020,OpenAlex,1345,True,included,0.469878,0,0.873857,12,0.037268,borderline_between_topics,-1,0,nearest_semantic_centroid,0.873857,False
doi:10.51798/sijis.v3i2.335,es,2022,OpenAlex,1827,True,included,0.5008,7,0.902841,5,0.035609,borderline_between_topics,-1,7,nearest_semantic_centroid,0.902841,False
doi:10.47865/igob.vol6.n22.2023.271,es,2023,OpenAlex,1083,True,included,0.511225,4,0.856369,3,0.021261,borderline_between_topics,-1,4,nearest_semantic_centroid,0.856369,False
doi:10.33386/593dp.2022.1-1.1034,es,2022,OpenAlex,1663,True,included,0.484885,7,0.912476,4,0.025525,borderline_between_topics,-1,7,nearest_semantic_centroid,0.912476,False
doi:10.46794/gacien.8.3.1708,es,2022,OpenAlex,1187,True,included,0.683296,4,0.869511,3,0.034561,borderline_between_topics,-1,4,nearest_semantic_centroid,0.869511,False
doi:10.47865/igob.vol5.n17.2022.177,es,2022,OpenAlex,1632,True,included,0.230044,3,0.901928,4,0.00224,borderline_between_topics,-1,3,nearest_semantic_centroid,0.901928,False
doi:10.46377/dilemas.v9i.2906,es,2021,OpenAlex,945,True,included,0.29595,1,0.90688,7,0.000429,borderline_between_topics,-1,1,nearest_semantic_centroid,0.90688,False
doi:10.69890/hallazgos21.v8i2.618,es,2023,OpenAlex,1393,True,included,0.477542,7,0.911302,3,0.024564,borderline_between_topics,-1,7,nearest_semantic_centroid,0.911302,False
doi:10.70577/reg.v4i2.112,es,2025,OpenAlex,1546,True,included,0.7489,7,0.898599,5,0.017509,borderline_between_topics,-1,7,nearest_semantic_centroid,0.898599,False
doi:10.61384/r.c.a..v4i3.463,es,2021,OpenAlex,1955,True,included,0.5008,7,0.909914,1,0.059454,borderline_between_topics,-1,7,nearest_semantic_centroid,0.909914,False
doi:10.47865/igob.vol4.2021.145,es,2021,OpenAlex,2257,True,included,0.311701,3,0.923692,4,0.014654,borderline_between_topics,-1,3,nearest_semantic_centroid,0.923692,False
doi:10.36901/em.v9i1.1566,es,2023,OpenAlex,1590,True,included,0.74912,3,0.857716,6,0.026623,borderline_between_topics,-1,3,nearest_semantic_centroid,0.857716,False
doi:10.21830/9789585241459,es,2020,OpenAlex,1914,True,included,0.465751,7,0.861215,3,0.027487,borderline_between_topics,-1,7,nearest_semantic_centroid,0.861215,False
doi:10.70577/reg.v4i2.104,es,2025,OpenAlex,1574,True,included,0.705144,5,0.848034,7,0.00251,borderline_between_topics,-1,5,nearest_semantic_centroid,0.848034,False
doi:10.47606/acven/ph0132,es,2022,OpenAlex,1480,True,included,0.502277,3,0.851047,7,0.027138,borderline_between_topics,-1,3,nearest_semantic_centroid,0.851047,False
doi:10.33386/593dp.2023.4.1919,es,2023,OpenAlex,2060,True,included,0.5008,7,0.885099,1,0.017884,borderline_between_topics,-1,7,nearest_semantic_centroid,0.885099,False
doi:10.48169/ecuatesis/0105202028,en,2020,OpenAlex,673,True,included,0.263308,4,0.893804,3,0.009569,borderline_between_topics,-1,4,nearest_semantic_centroid,0.893804,False
doi:10.33386/593dp.2022.1-1.997,es,2022,OpenAlex,1430,True,included,0.761793,9,0.763813,7,0.021222,borderline_between_topics,-1,9,nearest_semantic_centroid,0.763813,False
doi:10.5212/praxeduc.v.19.22824.024,es,2024,OpenAlex,1306,True,included,0.696061,3,0.78674,5,0.032996,borderline_between_topics,-1,3,nearest_semantic_centroid,0.78674,False
doi:10.18050/ucv-scientia.v11i1.2403,es,2020,OpenAlex,1574,True,included,0.288354,4,0.891786,3,0.014665,borderline_between_topics,-1,4,nearest_semantic_centroid,0.891786,False
doi:10.46498/reduipb.v24i2.1330,es,2020,OpenAlex,1160,True,included,0.671178,7,0.910076,0,0.01829,borderline_between_topics,-1,7,nearest_semantic_centroid,0.910076,False
record:bfb4d5b229a62417a07d3ff4,en,2021,OpenAlex,1208,True,included,0.440744,7,0.799885,3,0.041248,borderline_between_topics,-1,7,nearest_semantic_centroid,0.799885,False
doi:10.35381/r.k.v8i17.3144,es,2024,OpenAlex,927,True,included,0.304109,1,0.753623,7,0.003038,borderline_between_topics,-1,1,nearest_semantic_centroid,0.753623,False
doi:10.15446/innovar.v30n77.87453,es,2020,OpenAlex,1554,True,included,0.666843,1,0.892167,4,0.008134,borderline_between_topics,-1,1,nearest_semantic_centroid,0.892167,False
doi:10.18800/cige2020.005,es,2021,OpenAlex,2462,True,included,0.733939,3,0.901952,6,0.041088,borderline_between_topics,-1,3,nearest_semantic_centroid,0.901952,False
doi:10.70141/mamakuna.24.1046,es,2025,OpenAlex,1119,True,included,0.523871,4,0.923794,3,0.003415,borderline_between_topics,-1,4,nearest_semantic_centroid,0.923794,False
doi:10.22325/fes/res.2022.122,es,2022,OpenAlex,1068,True,included,0.692173,5,0.779789,3,0.033684,borderline_between_topics,-1,5,nearest_semantic_centroid,0.779789,False
doi:10.15517/rge.v10i1.57522,es,2023,OpenAlex,1894,True,included,0.721839,1,0.884036,4,0.011114,borderline_between_topics,-1,1,nearest_semantic_centroid,0.884036,False
doi:10.24320/redie.2023.25.e08.4215,es,2023,OpenAlex,1216,True,included,0.669286,0,0.865441,5,0.04085,borderline_between_topics,-1,0,nearest_semantic_centroid,0.865441,False
doi:10.62574/rmpi.v4i1.95,es,2024,OpenAlex,1292,True,included,0.846494,0,0.820998,7,0.003751,borderline_between_topics,-1,0,nearest_semantic_centroid,0.820998,False
doi:10.37811/cl_rcm.v8i3.12361,es,2024,OpenAlex,1501,True,included,0.266736,4,0.875742,1,0.014767,borderline_between_topics,-1,4,nearest_semantic_centroid,0.875742,False
doi:10.23850/25907441.4392,es,2022,OpenAlex,1195,True,included,0.303291,1,0.92448,4,0.005859,borderline_between_topics,-1,1,nearest_semantic_centroid,0.92448,False
doi:10.15517/revedu.v47i1.51724,es,2023,OpenAlex | CONICET Digital,1828,True,included,0.755171,3,0.766117,12,0.05889,borderline_between_topics,-1,3,nearest_semantic_centroid,0.766117,False
doi:10.22352/saustral20222806,es,2022,OpenAlex,1195,True,included,0.751175,3,0.874456,4,0.008664,borderline_between_topics,-1,3,nearest_semantic_centroid,0.874456,False
doi:10.24265/iggp.2021.v8n1.04,en,2021,OpenAlex,1192,True,included,0.69004,4,0.851398,7,0.035062,borderline_between_topics,-1,4,nearest_semantic_centroid,0.851398,False
doi:10.4438/1988-592x-re-2021-393-487,es,2021,OpenAlex,1614,True,included,0.664919,1,0.845387,13,0.021204,borderline_between_topics,-1,1,nearest_semantic_centroid,0.845387,False
doi:10.37956/jbes.v0i0.206,es,2021,OpenAlex,1509,True,included,0.483675,3,0.881949,12,0.003632,borderline_between_topics,-1,3,nearest_semantic_centroid,0.881949,False
doi:10.61368/r.s.d.h.v5i3.292,es,2024,OpenAlex,1929,True,included,0.5008,7,0.867096,2,0.048742,borderline_between_topics,-1,7,nearest_semantic_centroid,0.867096,False
doi:10.37811/cl_rcm.v6i4.2613,es,2022,OpenAlex,1547,True,included,0.683296,4,0.800711,1,0.001027,borderline_between_topics,-1,4,nearest_semantic_centroid,0.800711,False
doi:10.26490/uncp.horizonteciencia.2021.20.784,es,2021,OpenAlex,1254,True,included,0.524846,3,0.869536,4,0.001342,borderline_between_topics,-1,3,nearest_semantic_centroid,0.869536,False
doi:10.14201/aula2021276179,es,2021,OpenAlex,975,True,included,0.725896,7,0.719463,2,0.040539,borderline_between_topics,-1,7,nearest_semantic_centroid,0.719463,False
doi:10.1590/es.275574,es,2024,OpenAlex,905,True,included,0.856461,3,0.885347,12,0.007435,borderline_between_topics,-1,3,nearest_semantic_centroid,0.885347,False
doi:10.37073/puriq.5.440,es,2023,OpenAlex,1069,True,included,0.710319,3,0.878621,4,0.009953,borderline_between_topics,-1,3,nearest_semantic_centroid,0.878621,False
doi:10.37292/riccva.v5i1.168,es,2020,OpenAlex,1197,True,included,0.498696,4,0.896987,3,0.016576,borderline_between_topics,-1,4,nearest_semantic_centroid,0.896987,False
doi:10.34096/bol.rav.n56.10876,es,2022,OpenAlex,1269,True,included,0.833203,12,0.754358,8,0.004099,borderline_between_topics,-1,12,nearest_semantic_centroid,0.754358,False
doi:10.17268/rev.cyt.2020.03.13,es,2020,OpenAlex,1217,True,included,0.46647,3,0.847938,7,0.043257,borderline_between_topics,-1,3,nearest_semantic_centroid,0.847938,False
doi:10.35622/j.rie.2024.03.006,es,2024,OpenAlex,1638,True,included,0.473934,7,0.761053,4,0.016315,borderline_between_topics,-1,7,nearest_semantic_centroid,0.761053,False
doi:10.47865/igob.vol5.n17.2022.181,es,2022,OpenAlex,1223,True,included,0.659223,4,0.902671,7,0.037088,borderline_between_topics,-1,4,nearest_semantic_centroid,0.902671,False
doi:10.5027/psicoperspectivas-vol20-issue2-fulltext-2330,es,2021,OpenAlex,1378,True,included,0.480271,12,0.857067,3,0.000942,borderline_between_topics,-1,12,nearest_semantic_centroid,0.857067,False
doi:10.35622/j.rie.2022.02.001,es,2021,OpenAlex,1345,True,included,0.474304,3,0.724392,7,0.023728,borderline_between_topics,-1,3,nearest_semantic_centroid,0.724392,False
doi:10.11144/javerianacali.ppsi19.rcce,es,2021,OpenAlex,1402,True,included,0.28595,7,0.849755,1,0.00684,borderline_between_topics,-1,7,nearest_semantic_centroid,0.849755,False
doi:10.6018/red.524401,es,2022,OpenAlex,2716,True,included,0.322592,13,0.799184,1,0.029492,borderline_between_topics,-1,13,nearest_semantic_centroid,0.799184,False
doi:10.21855/ecociencia.95.703,es,2022,OpenAlex,1751,True,included,0.473934,4,0.81949,3,0.00613,borderline_between_topics,-1,4,nearest_semantic_centroid,0.81949,False
doi:10.70262/riesafd.v1i2.2024.32,es,2024,OpenAlex,1780,True,included,0.488308,3,0.883276,7,0.005395,borderline_between_topics,-1,3,nearest_semantic_centroid,0.883276,False
doi:10.21501/9786287765061,es,2025,OpenAlex,1159,True,included,0.446752,7,0.935865,3,0.016448,borderline_between_topics,-1,7,nearest_semantic_centroid,0.935865,False
doi:10.36006/16307-4,es,2023,OpenAlex,1853,True,included,0.472344,7,0.880916,3,0.037943,borderline_between_topics,-1,7,nearest_semantic_centroid,0.880916,False
doi:10.53595/rlo.v5.i12.116,es,2025,OpenAlex,1512,True,included,0.761793,0,0.875763,7,0.03881,borderline_between_topics,-1,0,nearest_semantic_centroid,0.875763,False
doi:10.14507/epaa.28.4162,es,2020,OpenAlex,1633,True,included,0.464965,12,0.888434,3,0.033176,borderline_between_topics,-1,12,nearest_semantic_centroid,0.888434,False
doi:10.15359/ree.26-1.6,es,2021,OpenAlex,1918,True,included,0.746356,7,0.866729,4,0.021934,borderline_between_topics,-1,7,nearest_semantic_centroid,0.866729,False
doi:10.18779/csye.v9i2.1110,es,2025,OpenAlex,1840,True,included,0.5008,7,0.889335,1,0.023587,borderline_between_topics,-1,7,nearest_semantic_centroid,0.889335,False
doi:10.56048/mqr20225.8.4.2024.1758-1785,es,2024,OpenAlex,1765,True,included,0.507757,3,0.893577,7,0.004964,borderline_between_topics,-1,3,nearest_semantic_centroid,0.893577,False
doi:10.33996/merito.v1i1.4,es,2020,OpenAlex,1149,True,included,0.683296,1,0.883526,4,0.00775,borderline_between_topics,-1,1,nearest_semantic_centroid,0.883526,False
doi:10.15381/rpiiedu.v1i3.21473,es,2021,OpenAlex,768,True,included,0.456308,4,0.947352,1,0.010418,borderline_between_topics,-1,4,nearest_semantic_centroid,0.947352,False
doi:10.33996/revistahorizontes.v9i39.1085,es,2025,OpenAlex,1110,True,included,0.5008,3,0.879016,7,0.011306,borderline_between_topics,-1,3,nearest_semantic_centroid,0.879016,False
doi:10.14507/epaa.29.6261,es,2021,OpenAlex,1281,True,included,0.658989,12,0.846066,3,0.011105,borderline_between_topics,-1,12,nearest_semantic_centroid,0.846066,False
doi:10.70681/cz734769,es,2024,OpenAlex,1210,True,included,0.469878,3,0.796432,4,0.021788,borderline_between_topics,-1,3,nearest_semantic_centroid,0.796432,False
doi:10.64747/6pcz9q57,es,2025,OpenAlex,2051,True,included,0.666515,3,0.870131,4,0.008117,borderline_between_topics,-1,3,nearest_semantic_centroid,0.870131,False
doi:10.60100/tsede.v7i1.187,es,2024,OpenAlex,1151,True,included,0.446252,7,0.928656,4,0.023095,borderline_between_topics,-1,7,nearest_semantic_centroid,0.928656,False
doi:10.37811/cl_rcm.v4i2.164,es,2020,OpenAlex,1823,True,included,0.697241,4,0.886486,1,0.01963,borderline_between_topics,-1,4,nearest_semantic_centroid,0.886486,False
doi:10.18050/eduser.v9n2a2,es,2022,OpenAlex,1332,True,included,0.517838,1,0.942154,4,0.008787,borderline_between_topics,-1,1,nearest_semantic_centroid,0.942154,False
doi:10.47865/igob.vol4.2021.155,es,2021,OpenAlex,1474,True,included,0.48403,4,0.882537,3,0.028245,borderline_between_topics,-1,4,nearest_semantic_centroid,0.882537,False
doi:10.47865/igob.vol3.2020.94,es,2020,OpenAlex,1236,True,included,0.674954,4,0.792236,3,0.011217,borderline_between_topics,-1,4,nearest_semantic_centroid,0.792236,False
doi:10.69890/hallazgos21.v5i3.480,es,2020,OpenAlex,1963,True,included,0.675614,0,0.739535,7,0.007461,borderline_between_topics,-1,0,nearest_semantic_centroid,0.739535,False
doi:10.56048/mqr20225.9.3.2025.e1005,es,2025,OpenAlex,1272,True,included,0.846494,0,0.883088,4,0.045186,borderline_between_topics,-1,0,nearest_semantic_centroid,0.883088,False
doi:10.51896/rilcods.v8i76.1144,es,2026,OpenAlex,1681,True,included,0.5008,7,0.876852,1,0.006845,borderline_between_topics,-1,7,nearest_semantic_centroid,0.876852,False
doi:10.6018/educatio.524941,es,2023,OpenAlex,3490,True,included,0.686338,13,0.723645,4,0.08397,representation_failure,-1,13,nearest_semantic_centroid,0.723645,False
doi:10.23857/pc.v10i12.10803,es,2025,OpenAlex,1486,True,included,0.677864,0,0.836815,4,0.07026,borderline_between_topics,-1,0,nearest_semantic_centroid,0.836815,False
doi:10.70577/reg.v4i3.267,es,2025,OpenAlex,1629,True,included,0.502277,3,0.752106,4,0.032216,borderline_between_topics,-1,3,nearest_semantic_centroid,0.752106,False
doi:10.29394/scientific.issn.2542-2987.2025.10.e6.1.23-44,es,2025,OpenAlex,1510,True,included,0.748966,4,0.891548,3,0.006975,borderline_between_topics,-1,4,nearest_semantic_centroid,0.891548,False
doi:10.56926/unaaaciencia.v4i2.134,es,2025,OpenAlex,1382,True,included,0.476528,7,0.858073,3,0.017144,borderline_between_topics,-1,7,nearest_semantic_centroid,0.858073,False
doi:10.29394/scientific.issn.2542-2987.2025.10.e2.8.162-181,es,2025,OpenAlex,1555,True,included,0.477676,1,0.872018,4,0.011678,borderline_between_topics,-1,1,nearest_semantic_centroid,0.872018,False
doi:10.65050/rfn.v6n1a3,es,2026,OpenAlex,1748,True,included,0.683296,4,0.892532,1,0.025414,borderline_between_topics,-1,4,nearest_semantic_centroid,0.892532,False
doi:10.37811/cl_rcm.v7i5.8184,es,2023,OpenAlex,1321,True,included,0.717151,7,0.921983,1,0.010554,borderline_between_topics,-1,7,nearest_semantic_centroid,0.921983,False
doi:10.29394/scientific.issn.2542-2987.2025.10.e4.3.57-78,es,2025,OpenAlex,1528,True,included,0.29595,4,0.931349,1,0.006231,borderline_between_topics,-1,4,nearest_semantic_centroid,0.931349,False
doi:10.37811/cl_rcm.v9i4.20241,es,2025,OpenAlex,1355,True,included,0.695981,4,0.909676,3,0.026815,borderline_between_topics,-1,4,nearest_semantic_centroid,0.909676,False
doi:10.69639/arandu.v13i1.2015,es,2026,OpenAlex,3001,True,included,0.846494,7,0.82346,0,0.018961,borderline_between_topics,-1,7,nearest_semantic_centroid,0.82346,False
doi:10.29394/scientific.issn.2542-2987.2025.10.e2.5.107-128,es,2025,OpenAlex,1548,True,included,0.761793,13,0.810073,0,0.029742,borderline_between_topics,-1,13,nearest_semantic_centroid,0.810073,False
doi:10.3390/su13169141,en,2021,OpenAlex,1364,True,included,0.659015,13,0.783842,0,0.120596,representation_failure,-1,13,nearest_semantic_centroid,0.783842,False
doi:10.1080/19345747.2020.1849481,en,2021,OpenAlex,1721,True,included,0.493472,0,0.793348,1,0.013089,borderline_between_topics,-1,0,nearest_semantic_centroid,0.793348,False
doi:10.1016/j.ijedudev.2020.102196,en,2020,OpenAlex,277,False,included,0.227334,10,0.769057,5,0.011968,short_or_incomplete_text,-1,10,nearest_semantic_centroid,0.769057,False
doi:10.18488/journal.73.2020.83.298.309,en,2020,OpenAlex,2319,True,included,0.513067,1,0.791775,13,0.002368,borderline_between_topics,-1,1,nearest_semantic_centroid,0.791775,False
doi:10.1016/j.econedurev.2023.102464,en,2023,OpenAlex,1905,True,included,0.489585,1,0.884351,4,0.065863,borderline_between_topics,-1,1,nearest_semantic_centroid,0.884351,False
doi:10.24252/lp.2020v23n1i3,id,2020,OpenAlex,1995,True,included,0.477745,1,0.871079,11,0.01942,borderline_between_topics,-1,1,nearest_semantic_centroid,0.871079,False
doi:10.20525/ijrbs.v12i6.2708,en,2023,OpenAlex,1306,True,included,0.684937,1,0.819282,0,0.04266,borderline_between_topics,-1,1,nearest_semantic_centroid,0.819282,False
doi:10.33650/al-tanzim.v5i2.1970,en,2021,OpenAlex,1458,True,included,0.477745,1,0.848404,11,0.016179,borderline_between_topics,-1,1,nearest_semantic_centroid,0.848404,False
doi:10.1080/13603124.2022.2117414,en,2022,OpenAlex,1687,True,included,0.227334,10,0.755087,5,0.008996,borderline_between_topics,-1,10,nearest_semantic_centroid,0.755087,False
doi:10.52223/jssa20-010104-04,en,2020,OpenAlex,1179,True,included,0.666314,1,0.789552,4,0.024641,borderline_between_topics,-1,1,nearest_semantic_centroid,0.789552,False
doi:10.36941/jesr-2020-0001,en,2020,OpenAlex,1834,True,included,0.488726,1,0.908284,4,0.035301,borderline_between_topics,-1,1,nearest_semantic_centroid,0.908284,False
doi:10.1080/00220388.2023.2273800,en,2023,OpenAlex,1202,True,included,0.684937,1,0.7018,2,0.031173,borderline_between_topics,-1,1,nearest_semantic_centroid,0.7018,False
doi:10.1080/15700763.2020.1823997,en,2020,OpenAlex,1069,True,included,0.666314,1,0.794725,4,0.045756,borderline_between_topics,-1,1,nearest_semantic_centroid,0.794725,False
doi:10.1080/01900692.2022.2069118,en,2022,OpenAlex,1038,True,included,0.708477,1,0.811649,0,0.027327,borderline_between_topics,-1,1,nearest_semantic_centroid,0.811649,False
doi:10.46606/eajess2021v02i04.0124,en,2021,OpenAlex,1501,True,included,0.666314,13,0.799562,1,0.018558,borderline_between_topics,-1,13,nearest_semantic_centroid,0.799562,False
doi:10.1177/1056787920963650,en,2020,OpenAlex,1988,True,included,0.702252,0,0.700953,7,0.002463,borderline_between_topics,-1,0,nearest_semantic_centroid,0.700953,False
doi:10.2991/assehr.k.201214.326,en,2020,OpenAlex,192,False,included,0.702265,0,0.841254,1,0.031361,short_or_incomplete_text,-1,0,nearest_semantic_centroid,0.841254,False
doi:10.2991/assehr.k.210615.042,en,2021,OpenAlex,1947,True,included,0.847008,2,0.761046,1,0.032592,borderline_between_topics,-1,2,nearest_semantic_centroid,0.761046,False
doi:10.1080/13603124.2024.2369987,en,2024,OpenAlex,1703,True,included,0.227334,10,0.734736,1,0.000307,borderline_between_topics,-1,10,nearest_semantic_centroid,0.734736,False
doi:10.3390/su13084195,en,2021,OpenAlex,1663,True,included,0.667277,1,0.723275,0,0.012711,borderline_between_topics,-1,1,nearest_semantic_centroid,0.723275,False
doi:10.1007/978-981-16-9640-4_9,en,2022,OpenAlex,1831,True,included,0.727537,0,0.837434,1,0.015055,borderline_between_topics,-1,0,nearest_semantic_centroid,0.837434,False
doi:10.57125/fed.2023.06.25.05,en,2023,OpenAlex,1523,True,included,0.515403,13,0.847176,10,0.053585,borderline_between_topics,-1,13,nearest_semantic_centroid,0.847176,False
doi:10.52431/murobbi.v8i2.2795,en,2024,OpenAlex,1149,True,included,0.493008,1,0.847954,0,0.067492,borderline_between_topics,-1,1,nearest_semantic_centroid,0.847954,False
doi:10.1108/jea-08-2020-0171,en,2021,OpenAlex,2791,True,included,0.514269,13,0.812936,0,0.007498,borderline_between_topics,-1,13,nearest_semantic_centroid,0.812936,False
doi:10.5937/straman2200009j,en,2022,OpenAlex,1927,True,included,0.715602,0,0.789156,13,0.023449,borderline_between_topics,-1,0,nearest_semantic_centroid,0.789156,False
doi:10.47836/pjssh.31.1.21,en,2023,OpenAlex,1763,True,included,0.502277,1,0.812098,4,0.077726,borderline_between_topics,-1,1,nearest_semantic_centroid,0.812098,False
doi:10.22161/ijels.83.18,en,2023,OpenAlex,2790,True,included,0.695563,0,0.879814,1,0.016679,borderline_between_topics,-1,0,nearest_semantic_centroid,0.879814,False
doi:10.32629/jher.v3i4.913,en,2022,OpenAlex,1310,True,included,0.733169,13,0.752287,10,0.00489,borderline_between_topics,-1,13,nearest_semantic_centroid,0.752287,False
record:843c93bb5b396dc2a568aaa4,en,2021,OpenAlex,989,True,included,0.227334,10,0.773538,5,0.022015,borderline_between_topics,-1,10,nearest_semantic_centroid,0.773538,False
doi:10.1108/jmd-01-2019-0005,en,2020,OpenAlex,2595,True,included,0.483569,1,0.775698,7,0.029742,borderline_between_topics,-1,1,nearest_semantic_centroid,0.775698,False
doi:10.31838/jcr.07.06.46,en,2020,OpenAlex,1789,True,included,0.502277,1,0.7284,7,0.009663,borderline_between_topics,-1,1,nearest_semantic_centroid,0.7284,False
doi:10.33225/pec/21.79.451,en,2021,OpenAlex,1653,True,included,0.322592,13,0.716947,1,0.022951,borderline_between_topics,-1,13,nearest_semantic_centroid,0.716947,False
doi:10.3389/feduc.2023.1228181,en,2023,OpenAlex,3125,True,included,0.686782,1,0.81371,13,0.045853,borderline_between_topics,-1,1,nearest_semantic_centroid,0.81371,False
doi:10.52690/jswse.v1i1.4,en,2020,OpenAlex,1325,True,included,0.477745,1,0.798218,11,0.036205,borderline_between_topics,-1,1,nearest_semantic_centroid,0.798218,False
doi:10.1007/s43545-021-00192-9,en,2021,OpenAlex,283,False,included,0.503134,10,0.785247,1,0.01698,short_or_incomplete_text,-1,10,nearest_semantic_centroid,0.785247,False
doi:10.17227/rce.num78-8370,en,2020,OpenAlex,1403,True,included,0.708477,4,0.858731,1,0.002512,borderline_between_topics,-1,4,nearest_semantic_centroid,0.858731,False
doi:10.46606/eajess2020v01i03.0046,en,2020,OpenAlex,1390,True,included,0.666314,1,0.85588,4,0.014225,borderline_between_topics,-1,1,nearest_semantic_centroid,0.85588,False
doi:10.1186/s12916-020-01539-4,en,2020,OpenAlex,583,True,included,0.75391,13,0.56071,10,0.080135,representation_failure,-1,13,nearest_semantic_centroid,0.56071,False
doi:10.14689/enad.26.12,en,2021,OpenAlex,1614,True,included,0.761793,13,0.783649,0,0.076872,borderline_between_topics,-1,13,nearest_semantic_centroid,0.783649,False
doi:10.31812/educdim.v55i0.3952,en,2020,OpenAlex,1530,True,included,0.927565,2,0.665851,7,0.076144,borderline_between_topics,-1,2,nearest_semantic_centroid,0.665851,False
doi:10.1016/j.ssaho.2024.101141,en,2024,OpenAlex,1669,True,included,0.846454,7,0.777724,1,0.019535,borderline_between_topics,-1,7,nearest_semantic_centroid,0.777724,False
doi:10.33423/jhetp.v22i12.5472,en,2022,OpenAlex,1503,True,included,0.680324,1,0.846497,13,0.020232,borderline_between_topics,-1,1,nearest_semantic_centroid,0.846497,False
doi:10.47672/ajlg.1036,en,2022,OpenAlex,3053,True,included,0.666314,1,0.821496,4,0.031804,borderline_between_topics,-1,1,nearest_semantic_centroid,0.821496,False
doi:10.22161/jhed.4.1.11,en,2022,OpenAlex,2261,True,included,0.666314,1,0.819405,4,0.037001,borderline_between_topics,-1,1,nearest_semantic_centroid,0.819405,False
doi:10.11648/j.edu.20221101.13,en,2022,OpenAlex,1985,True,included,0.666314,1,0.810416,3,0.034127,borderline_between_topics,-1,1,nearest_semantic_centroid,0.810416,False
doi:10.24940/theijbm/2021/v9/i5/bm2105-049,en,2021,OpenAlex,1666,True,included,0.695563,1,0.805372,0,0.019197,borderline_between_topics,-1,1,nearest_semantic_centroid,0.805372,False
record:ba0a513d15ad8bb73ea8dbf7,en,2020,OpenAlex,3284,True,included,0.666314,1,0.797469,4,0.047732,borderline_between_topics,-1,1,nearest_semantic_centroid,0.797469,False
doi:10.1163/9789004547025_010,en,2023,OpenAlex,1732,True,included,0.710319,1,0.741395,3,0.037821,borderline_between_topics,-1,1,nearest_semantic_centroid,0.741395,False
doi:10.20952/revtee.v13i32.13168,en,2020,OpenAlex,1130,True,included,0.856461,3,0.849196,1,0.010262,borderline_between_topics,-1,3,nearest_semantic_centroid,0.849196,False
doi:10.5926/jjep.68.147,en,2020,OpenAlex,237,True,included,0.702672,2,0.752458,1,0.00174,borderline_between_topics,-1,2,nearest_semantic_centroid,0.752458,False
doi:10.1017/jgc.2021.4,en,2021,OpenAlex,1262,True,included,0.507757,13,0.676942,1,0.004062,borderline_between_topics,-1,13,nearest_semantic_centroid,0.676942,False
doi:10.37500/ijessr.2020.3624,en,2020,OpenAlex,2600,True,included,0.666314,4,0.76598,1,0.000637,borderline_between_topics,-1,4,nearest_semantic_centroid,0.76598,False
doi:10.48165/sajssh.2021.2107,en,2021,OpenAlex,2197,True,included,0.666314,1,0.833903,10,0.00274,borderline_between_topics,-1,1,nearest_semantic_centroid,0.833903,False
doi:10.11648/j.edu.20241303.12,en,2024,OpenAlex,2485,True,included,0.666314,1,0.798614,4,0.052356,borderline_between_topics,-1,1,nearest_semantic_centroid,0.798614,False
doi:10.53819/81018102t5053,en,2022,OpenAlex,1929,True,included,0.666314,1,0.864589,4,0.037878,borderline_between_topics,-1,1,nearest_semantic_centroid,0.864589,False
doi:10.13189/ujer.2020.080829,en,2020,OpenAlex,1794,True,included,0.66006,13,0.824747,1,0.071241,borderline_between_topics,-1,13,nearest_semantic_centroid,0.824747,False
doi:10.37896/pj11.10/017,en,2020,OpenAlex,392,True,included,0.726083,13,0.573273,4,0.016005,borderline_between_topics,-1,13,nearest_semantic_centroid,0.573273,False
doi:10.2139/ssrn.4547287,en,2023,OpenAlex,261,False,included,0.671997,13,0.753906,10,0.116561,short_or_incomplete_text,-1,13,nearest_semantic_centroid,0.753906,False
doi:10.26803/ijlter.20.4.15,en,2021,OpenAlex,1183,True,included,0.507757,7,0.709738,0,0.004957,borderline_between_topics,-1,7,nearest_semantic_centroid,0.709738,False
doi:10.4324/9781003320579,en,2022,OpenAlex,1359,True,included,0.227334,1,0.811653,0,0.025139,borderline_between_topics,-1,1,nearest_semantic_centroid,0.811653,False
doi:10.47750/jett.2021.12.01.004,en,2021,OpenAlex,1250,True,included,0.671834,0,0.8005,1,0.03804,borderline_between_topics,-1,0,nearest_semantic_centroid,0.8005,False
doi:10.3126/ija.v2i1.62820,en,2024,OpenAlex,1589,True,included,0.666314,1,0.853515,4,0.064518,borderline_between_topics,-1,1,nearest_semantic_centroid,0.853515,False
doi:10.38140/pie.v42i2.7801,en,2024,OpenAlex,1609,True,included,0.744066,1,0.819613,0,0.003853,borderline_between_topics,-1,1,nearest_semantic_centroid,0.819613,False
doi:10.3390/ijerph20105856,en,2023,OpenAlex,1930,True,included,0.507757,6,0.568489,1,0.010063,borderline_between_topics,-1,6,nearest_semantic_centroid,0.568489,False
